Review,Rating
"cool hip trendy good service spent night 7/23/05 queen deluxe view room 404 nothing rave reviews, highlights:1 customer service notch easy 1 minute check right check time checking having bellhop walk 40th st hail cab, employee saw helpful polite no attitude.2 rooms simply cool, minimal decor furniture comfortable clean modern, nice hardwood floors plush throw rugs, awesome flat panel tv hooked wall, bed great, hugh bathrooms walk-in shower separate tub.3 location hard beat block theatre district, hotel less-traveled street bryant park street, did n't cellar koi popluar bar restaurant property.if staying weekend highly recommend requesting high floor, 4th floor right main entrance heard bar/restaurant crowd 4, minor point did n't detract stay,  ",5
"worst nightmare life stayed bavaro princess dec 29th jan 6. check expecting king size bed booked wait enjoy unfortunatley got room saw 4 single beds tv broken outside room big lake sewage broken pipe, called complain told no did morning ache single beds shared girlfriend sinking went room waited 3 hours staff room, second room bigger mediocre best, food bring, need reservations restaraunts, guess book 25percent capacity restaurant, curious seating 150 people everytime ate dinner 20-25 people dining, asked waiters told hotel qouto food, make 50 steaks gaucho wonton wonton soup sakura no 2 shrimps seafood pasta dish bella pasta shame rationed food 5 star hotel staff nice strict orders not extra food away oh best eat restaurants wake 9 bus trolley way lobby reserevations guess restaurants taken everyday not stuck eating buffet yuk, come resort,  ",1
"decent rooms small- hard time thinking room smaller, clean good location- central things, staff so- not overly friendly, initially gave floor room quite loud street- did agree change, charge 7 euro use internet- went internet cafe, not bad place just going sleeping spending decent time hotel consider places small room, elevator did n't floor lobby day checking out- carry suitcase flight stairs- price pay certainly n't,  ",3
"29/day internet access, outrageous citigate charges 55 cents minute broadband internet access maximum 29/day, shocking, business traveller want stay, certainly wo n't stay again.other unreasonable internet use charge hotel basic business-chain-buys-an-older-hotel-and-rebrands-it, rough edges overall reasonable place stay, somewhat characterless way business-style hotels,  ",2
"sadly disappointing spotty bad service mixed overhyped atmosphere, rooms quaint air conditioning bad n't sleep high hard acheive considering knob broken, suite smallest shower seen no tub, second day took phoned 4 p.m. clean room, fitness center joke, staff friendly completely ineffective valet parking highlight, just looking bed fine, vacation, wo n't,  ",2
"touch home decided tot celebrate new year eve hong kong booked room lan kwai fong hotel read negative hotel reviews trip advisor, extremely worried arrival especially lack hygiene caused sleepless nights.but need n't worried.we loved staying hotel, arrived given upgrade harbour view room 27th floor, great view especially night, room not big cosy clean bathrobes slippers changed day, did like oriental style.the staff young friendly helpful, did best particular feeling welcome feeling home.we definitely hotel,  ",4
"suprised low rating tripadvisor marvelous hotel, clean did great buffet breakfasts, rooms nice bathroom sized, staff helpful piano bar nice place drink, pool small sites not swim sunbathe did n't bother, 11 trip not bad word say montblanc, not think twice booking future trip wife,  ",4
"great time, just returned trip stayed 7 nights outrigger waikiki beach.it far happening location waikiki, busy, really enjoyed hitting happy hour hula grill cheap drinks happy hour food, food great, dukes happening place great food, make reservations, walk strip cheap drinks 1.00 beers 2.00 mai tai afternoon location not good outrigger waikiki beach is.i agree reviews noisy hotel, strongly suggest staying higher floors, originally room 2nd floor moved 6th floor, big difference.the walls thin.but ca n't beat location outrigger waikiki beach, location location location stayed hotels waikiki looking happening time choose outrigger waikiki beach, looking relaxing time choose hilton hawaiin village islands,  ",4
"loved puerto rico marriott resort taking time write review tripadvisor helped far finding good hotels, think people easily compelled write bad review seldom time write good review, pleasantly surprised puerto rico marriott resort stellais casino, rooms 5-star good solid 4 star, room second floor little noisy musty smelling happily changed 9th floor room clean comfortable well-suited, beautiful ocean pool view, service wonderful, extremely friendly helpful restaurant desk housekeeping bellmen, old san juan 4 miles away, bus cost 75 cents taxi costs 14, problem bus drives hotel hour, long wait, sure exact change wo n't, cloudy rainy weather 4 days great time, old san juan quaint, loved new orleans hurricane course, architecture bar shops people, great, complete strangers ask needed help finding way, felt safe not threatened walking night old san juan, walking marriott make left street, plenty restaurants shops better prices food marriott, went bio-luminescent tour coordinated marriott tour guide, lot fun, sure bring water shoes wear bathing suit wet kajak, 30 minute non-stop paddle worned not shape, left 7:00 p.m. got hotel bus 12:45.there going bar nightclub hotel night, loved dancing live band, folks staying ritz carlton bio-luminescent bus n't believe happening hotel, casino small compared las vegas casino, fun playing 3-card poker, slots blackjack routlette craps, people ages marriott, americans kids thought late january friday monday, love fact took little 3 hours non-stop american airlines travel bwi airport, hotel 15 minutes airport too.the beach n't greatest outside hotel, n't big public beach little cluttered, make lot effort clean bit littered, water n't calm storms coming not sure better, 15-20 mph winds rainy conditions difficult tell.we rented car sunday traveled island, nice puerto rico not trapped resort, travel freely problems, husband police officer believe say felt comfortable traveling car, ponce n't worth stopping did guanica dry forest pretty nice, lunch copamarina resort quiet secluded nothing going resort, weather great island southwest water calm no place resort, marriott shop visit old san juan walk, definitely puerto rico, brush spanish spoke little bit english, enjoy friendly people wonderful atmosphere, definitely stay marriott resort,  ",4
"loved loved loved hotel just returned girls trip nyc stayed affinia 50. tripadvisor.com read reviews decided book happier, perfect evert way, staff treated like royalty gettin cabs taking care luggage welcoming home hotel room spacious 4 no problem gettin ready, beds extremely comfy plenty mirrors noise outside minimal, bad reviews read stated rooms noisy reviews weer overrated promise not, reasonably priced stay, close times square grat locations, looking upper class hotel huge expense choose affinia 50,  ",5
"awful traveling boyfriend thought dorm amsterdam given higher prices, st. christophers nearly ruined experience wonderful city.pros nice/posh bar/lounge area frontgreat breakfastextremely easy access train stationtolerance stoners maybe thiefs cons poor security swipe card needed shown staff entry main entry method does not work 100 time, not mention swipe door hostel does n't lock properly sneaks door direct access hostel section, hostel bed locker associated, use, camera stolen right hostel room staff did n't bat eyelash reported, ironically guests cellphone wine did not stolen, admit luck stuffy hot room small 8 bed dorm ensuite bathroom, air absolutely foul 2 inch window opening street, forget air conditioning not fan, radiating body heat no air circulation terrible night sleep, fact air bad caught cold virus remained sick days, noise reminder red light district, small window opens right noisy ally, conversations swearing people walking related street noises rang ears night long.overall terrible experience winston, fact city long possibl just avoid going stuffy hostel room sitting stoners bar, cheap stay hostel section n't stay nights sanity health brain cells, n't need breathe sleep say place perfect, ca n't comment hotel section imagine people having better experiences,  ",1
"pure excellence minor criticisms interesting read negative feedback yes little nervous going realize viewed differently different perspective, looked positive perspective not bothered picky criticisms read, wife went secrets excellence honeymoon july25-aug 1, bus ride long 1-1.5 hours roads really bad look froma positive persepctive got lot landscape villages, country poor ca n't road construction corner like spoiled americans complain conditions want perfect roads europe not dr. fact people did not speak english expect, official language d.r, spanish speak english priveledge not guarantee need ebglish speaking countries canada teh virgin islands, n't know word spanish really problems, things consider food great tasting drinks sure tell alcohol soem drinks, diahrrea ice water not purified bring medicine, not ont eh paradise island tour hoax people resort beach crowded, great, did not feel crowded lot activities service impeccable, finish example illustrates essence resort, sun poisoned went restaurant, ordering dinner realized leave sick, politely left restuarant explained hostess sick not stay, got room phone rang said dinners ordered way room, delivered 5 minutes later, fun great time,  ",5
"yecch, hotel la playa seedy feel moment, walked room smell cigarette smoke overwhelming, surprised moment commenting maid emerged bathroom cigarette dangling lip bed uncomfortable sheets itchy, bathroom sketchy warrant wearing flip-flops shower, drinks bar tasted like rubbing alcohol specifically ordered 2nd shelf liquor, overall place just dive.like travelers tight budget, night san juan stayed gorgeous guest house andalucia ocean park, exact price worlds apart, trust not need punish stay hotel la playa just save money,  ",1
"good location good hotel taken surprise weekend away, room good size modern clean decor well-laid bathroom maximising limited space, comfy bed limited noise rooms.if light sleeper ask room canal, room tram initially worried potential noise did n't actually hear thing sleeping 12 hours night.did n't bother breakfast hotel continental 9 euros bar 17.50 euros restaurant fantastic cafes just utrechtsestraat head south rembrandt plein recommend wooden painted sign pink spotted teacup great coffee fantastic bagels served friendly staff.easy walk central amsterdam hotel tram central station 7 minutes 15-20minute walk.if budget probably n't place stay looking good quality hotel central amsterdam good choice,  ",4
"warwick bad good reviews warwick shocks staff quite rude rooms fairly dirty, cut asked bandaid did not, requested bottle opener did not better service,  ",2
"watch men, 7th 2008stayed barcelona princess hotel long weekend april, hotel clean comfortable views city.the outdoor pool closed pool bar amenities not advertised hotel.the breakfast outstanding wide selection pricey not booked, staff helpful return home day early situation home.the metro easy use people happy help did not understand first.the shopping mall hotel huge eating places bit pricey eating middle thousands people accompanying noise beware conmen operating las ramblas, conned gang lost money, police not interested helping soured holiday extent wo n't returning spain,  ",3
"great location hotel ideally located waikiki, walking distance just right street waikiki beach, rooms large kept, breakfast buffet good, plenty shopping right hotel, staff friendly, good choice start trip hawaiian islands,  ",4
"sick dreadful beautiful island family 6 yr. 4yr, old just came july 7. read resort booking traveling read raving reviews, shocked, good bad outweighed good, eager just not case.the point like make dont anytime soon, family got sick 2nd night stayed sick trip, met people experienced thing, waiting test doctor sick, scared ecoli parasite, ruined trip, medical service not good, doctor property not educated opinion trying cover, quite bit traveling experienced, iam sick, scarey experience, complaints food awful, child friendly food, buffet smelt day, got old lots flies food.bath towels extremely hard cleaning not sanitary.the guest service desk not way eager, not claim entertainment, disappointed stick iberostar hotels.sherri,  ",1
"great breakfast great staff stayed hotel week booked suite king sized bed, room good size 2 people 80lb dog decent sized bedroom small bathroom eat-in kitchen living room dog-friendly couch tv desk, best hotel complimentary breakfast morning, n't just run continental breakfast breakfast buffet fruit oatmeal pancakes cereal toast waffles husband special eggs morning small tip goes long way staff super friendly tended needs, great location charlestown right dog park good restaurants, cafe food n't great room service worse recommend hotel,  ",4
"cheap dump room family tiny, review read said rooms small ridiculous, room clean bathroom nicest thing room, hallway dump, hallway carpet filthy, took elevator street wife kids walked stairs homelss person asleep stairwell, not exactly way wanted end spanish vacation,  ",2
"stay, place like hell, u pay terrible experience, no way, pay little enjoy, service rude building look nice outside horrible, interior looks half dead toiletbowls werent checked, saw inside poo, room stinked, request change room scolded, hairs pillow wad awfull hotel, view sucks location quite ok.the room small.the tv small, like 15 inch u know.anyways, not stay ehre,  ",1
"wish checked tripadvisor wish checked allowing travel agent book dive, location good good thing hotel door it.our room downstairs basement level dark dingy dirty, contest worst hotel stayed, did not feel safe not recommend stay,  ",1
"paradise, grand paradise bavaro exactly indicates paradise, best friend spent week beautiful resort enjoyed single minute, food great enjoyed variety service little slow grill, nightly entertainment great funny disco excellent, played recent music old stuff special, recommend place definitely return resort, beach beautiful walk miles, loved place,  ",4
"love love loved, say best experience lives class hotel, service exceptional overall feel location far best, treated stayed star hotels, view lanai city view ocean welcome got better, cant say, going hotel waikiki lots kids beach awesome, not say, hope fun did, year, kids love ocean beach it.. checked hotels far greatest.. rooms bit tight cares really time spend room, kids elated joy miss, thanks peter ray pool hut treated like gold aloha,  ",5
"crappy overpriced place saving grace location amsterdam small really n't factor, furniture worn old linen white looked dirty room got freezing air didn n't work properly, asked twice way advance room not hotel, confirmed not problem course ended room hotel, staff nice connexxions bus dont use crowd waiting cold mini-bus delayed asked desk staff contact told connexxions party basically told wait, not service expect price staff friendly, brings point, doubt worst value money hotel stayed, cost compared got abysmal, booked new years literally hotel available,  ",2
"surprised people praise, booked hotel based price precisionreservations.com location trip advisor reviews, quite disappointed, great location possibly nicer hotels just centrally located exploring madrid.reception extremely unhelpful, no assigned place car stop order leave luggage unless want block traffic curve little street hotel hotel considers off__Ç place, husband driving stopped quickly leave heavily pregnant order car way not block traffic left no doorman bell boy showed help luggage not lot expect hotel claims star near hotel difficult specially we__Ç_éÈe talking traffic-jammed gran, given tiny room king sized bed, bed occupied half room hardly, asked room, rooms 2 single beds available moved, second room nicer larger better views.breakfast limited food selection, bar reception lobby restaurant dÄcor bit worn decadent.on morning leaving receptionist started calling room quarter noon make sure leaving room, called 12 sharp ask going downstairs ok maybe hotel no excuse inconvenient guest short not stay, probably try hotel las letras tryp block away gran,  ",1
"fab hotel stayed 5 nights, loved hotel location great, quiet area barcelona close access metro diagonal, roof pool small great place lounge sunny afternoon, rooms spotless spacious tv remote broken.free internet access lobby useful staff really friendly helpful, fab idea free use hotel car 4 hours need good sightseeing/getting city brave drive city problem paying converted using poor rate asking paid euros tken bank rate day highly recommend look stay agaion trip city,  ",4
"warm friendly clean homey town 2 day medical appointment staff francisco bay inn friendly extremely helpful, helped ways including providing helpful recommendations best local thai place, room super clean general feeling homey relaxing weekend, desk staff friendly time, towels spacious bathroom plenty hot water morning, coffee pastries morning lobby nice touch, refrigerator clean coffee maker, worth asking price night, locals general bay area need come city times year experience francisco bay inn decided stay, highly recommend needs great clean place stay visiting san francisco, excellent,  ",5
"cool, actually staying hotel right writing review free internet service provide, awesome stay, florence beautiful hotel perfect location, traveling month staying hotels range 100-150 night say probably best far, really nice rooms cool interior,  ",5
"avoid hotel bound spend 4 nights 3 weeks honeymoon indonesia novotel benoa finally spent 1 hour looking internet hotel immediatly not understand hotel built no beach, consequence small pools overcrowded way cool, no concession not hotel, especially know wonderfull hotels nice beaches just km away,  ",1
"horrifying, stayed hotel october 2004 not filthy terrible frightening location loud towels stained threadbare place looked like crackhouse, elevators disgusting stairs worse graffiti-bathed walls dirty dirty dirty,  ",1
"great hotel hotel perfect short breaks barcelona rooms modern extremely clean staff friendly, hotel located quiet area 15 minutes walk ramblas area taxi 10 euros, does n't bar local bar basic local street bar friendly supermarket just round corner, barcelona great city need watch taxi drivers ramblas beers, refuse meter vary charges, 16 went went short break cost taxis hotel ranged 8 15 euros taxi rank ramblas, need watch prostitutes run threes pick pocket, minute minding business thing got face latching time pushed away walked away euros lighter, happened stay did n't stand chance ran, did n't help drinking heavily looked like perfect victims 2.30 morning, barcelona great city fantastic sights city tour bus perfect reasonably priced use underground easy use cheap 5.5 euros day pass, remember capital city expect pay capital prices 5-6 euros pint bars local bar 3.5 euros, plenty money money spent great time,  ",5
"exquisite intimate spectacular service hotel renew block beach door souvenir shop/grocery store,  ",5
"good food id excelent rooms need remodelation bathroom ugly oxid shower, tv bad.the facilities excelent,  ",4
"great hotel, started honeymoon london decided stay really nice hotel just couple days, chose hoxton super clean beds comfortable staff friendly great location, room little refrigerator champagne cold handy, breakfasts good delivered door time specified, highly recommend hotel,  ",5
"enjoyable expereience just returned 3 night stay hotel say enjoyable experience, chose hotel having read reviews site not disappointed, booked superior corner room no 419 advised earlier review decent size europe 2no balconies gave lovely draft, rooms clean bathrooms adequate ample toiletries complimentry shaving kits combs, slight bad point no english language tv channels not missed, location hotel perfect la ramblas old town shopping metro, reported reviews breakfast 15euros believe worth money buffet table containg cereals fruit juices types breads pastries cold meats bacon sausages cheaper not variety lovely environment, staff helpful required, ideal base barca break, definitely return,  ",5
"excellent resort great time intercontinental hotel night night following cruise san juan, really enjoyed pool/beach area ruth chris steakhouse, nice property,  ",5
"good stop trip sydney staff brilliant reception arrvd 7a.m, new zealand room ready, great did not spend hours filling time early start, location super stones throw opera house, access sydney offer, room nice neat really comfortable,  ",5
"worst hotel stayed booked holiday wary cheaper hotels resort just thought good deal, wrong were.room start place huge no directed room just arrived spent 30 minutes looking rooms, did tried stay positive basic dingy, soon getting annoyed, no hot water rooms problem know people door huge gap floor air conditioning vent big cracks floor tiles cracked tv didnt work not vitally important no light shower, restuarants main buffet restaurant awful, told alot restauruants dominican not air conditioned not happy fact restaurant not seperated eating area boiling appetites soon gone saw flys food supposed eat, getting food not fussy fact read peoples reviews saying poor restaurant just thought expecting, food really terrible, pregnanct time worried eating husband eat pasta sauce, cant comment overly restaurants actually ended paying extra hotels come, 3 nights catalonia, did try steakhouse ants crawling table soon appetites rest.staff know hotels staff unfriendly god staff awful, just giving dirty looks like doing favour, 2 choice reps miserable especially told wanted move.pool fountain middle pool mid morning morning brown murky bubbly film filth dead bugs, morning morning leaving man complaining hotel told girlfriend wouldnt come room reasons swim bar sick pool reported pool attendant shrugged said want, no wonder people bad stomachs attitude.beach unfortunately beach hotel loads seaweed not fault hotel.the overall probelms hotel based lack customer service lack air conditioning room importantly bar entertainement area restaurant.the final straw came woke middle night 2 huge cockroahes flying room got air conditioning crack door, husband managed squash invaded millions ants got broken balcony door.we demanded moved lack help reps ended phoning home parents sorting end, moving worth penny went iberostar bavaro tell fantastic recommend, activities programme fantastic 3 4 activities going time day 10am midnight, staff friendly welcoming phoning room check ok sending bottles rum fruit platters.the catalonia non existant day evening embarrassing, airport way home met couple catalonia 2 weeks woman huge boil type blisters friends cataloinia bitten head toe, tell husband bitten loads whilst lot streams fish birds water filthy stank, mozzies, moved wasnt bitten difference streams cleaned didnt attract mozzies couple told things stolen balconies complaints non stop, apparently choice said getting complaints summer going drop hotel brochure, spending lot money dominican dont ruin holiday booking catalonia booked change, wish did saved lot upset stress, didnt speak person liked catalonia,  ",1
"great hotel perfect location wife regular visitors amsterdam stayed numerous hotels city rennaissance offers best location comfort service value.ok bit outdated design does n't offer uniqueness hotels located amsterdam canal houses does offer large rooms extremely comfortable beds served lifts not near vertical stairs excellent service hotel check desk helpful entertaining concierge substantial buffet breakfast ensure comes room rate best locations amsterdam giving easy access wonderful canals jordaan quarter centraal station main shopping street damrak visit awful area stayed club room offering free beer wine soft drinks mini bar access club lounge extra cost think quality rooms better value.so considering booking rennaissance n't negative reviews lot hotel little money,  ",5
"ab fab, stayed hotel 4 nights bed breakfast having read reviews little bit apprehensive, no need hotel staff not, breakfast excellent choices suit anybodys taste, room immaculate cleaned day fresh towels required, complains hotel really life,  ",4
"nice stayed hotel nov 19-23. great little boutique hotel, friendly staff, speak english, unlike paris hotels include breakfast room cost, breakfast juice coffee pastries served wonderful hard working man nice glassed garden room, negative hotel bed double 2 short singles pushed individually, like seperate beds, little strange, rooms teeny paris, bathroom adequate, thing spotless, important totally quiet, defintely stay,  ",4
"just awful really did n't think feel strongly write scathing review really disappointing start honeymoon here.the food hotel restaurant awful bad value cost 5 star hotel stayed way home room not clean, look wish complaint late, pool ok dated, generally bad value round.however say no reflection service annoyed gratuity added feel able make judgement, fantastic location just 8 lincoln road restaurants relief tasting food joined request scheme gave late check bonuses, n't truly awful 3 nights,  ",1
"reasonable budget hotel stayed week end april 2005. rooms tiny compared american standards definitely average european budget hotel, room bathroom neat clean, hotel not centrally located pleasant walk 15min-30min depending pretty want, buses 1 7 12 13 run schedules posted sights 5-10min, think desk sells bus tickets tobacco shop block away does, breakfast buffet style croissants rolls cereal juice adn coffee/tea, tired multitude pastry stores nearby, grocery store block away, complaint 2 nights tour young girls floor ran yelling til wee hours morning, did complain loud walls thin- hear doors opening closing people hallway, left quiet problem guests hotel, definitely adequate hotel budget,  ",3
"not woth money, hotel march 6-10th bachelor party say dissappointed service received staff, make short not recommend hotel,  ",2
"poor hotel stayed goodwood park 2 days booked internet direct hotel poolside suite, checked room pathway pool resturant trolleys wheeled forth resturant kept awake untill 11pm night room smoking room did not ask smelt bad complained 11pm trolley noise receptionist hung polite asked speak duty mgr hung phone.ate gordon grill cost 500 sing service lousy pour wine no waiter sight 3 tables occupied.bathroom no toiletries expect 4 star hotel suite setup 1 tv lounge cable slots tv bedroom no tv.the staff service unfriendly exception couple individualsso 2 nights including meal cost nearly 900 expensive repeated experience,  ",2
"wowed trip 2 daughters-in-law, traveled places world stayed 5 star hotels, budget did not allow time, location hotel price fact room 2 queen beds extremely important, nyc hotels small rooms let suites kitchen price hotel room, did weeks research online selected hotel based website reviews hotel travel websites, arrived shown room king size bed reserved room 2 queen beds, problem immediately solved shown suite wonderful view chrysler building, say wowed room view friendliness staff, having seperate living room bedroom fully equiped kitchenette priceless, alex bellman donald doorman friendly helpful, looked forward lavender scent greeted entered hotel lobby, uplifting long day wandering city, loved location hotel neighborhood little stores nearby, wanted needed block hotel, weather days trip dreary cold hotel warm welcoming, sure hear honking horns sirens night come new york city, spaciousness suite feel home, lucky return nyc future definately stay hotel,  ",5
"excellent, n't second thought, hotel great, staff really polite willing assist, welcome really warm, rooms spacious spotless modern decoration equipped amenities, matress pillows textilles great sleep, bedroom great, food excellent, n't ask hotel, stayed 2 nights did n't want leave, definitely coming,  ",5
"worst vacation, just returned punta cana disappointment, can__Ç_é_ speak spanish 2 staff spoke english, not waste money vip..what joke, booked, tried use free snorkeling trip pass days left booked no told day got make arrangements, saw people not vip beachfront rooms not, miniature golf course funnier.. wish picture importantly food, oh god worst food ever.. prepared bad reading reviews gross, sit day started just eat bread stale, went 5 people got sick.. chills sweating profusely, didn__Ç_é_ bottled water room bars lobby bar, spent half vacation waiting trams bring places place big running wouldn__Ç_é_ till filled, sorry offends wish believed reviewers felt way, traveled lot worst vacation, questions just ask__Ç br/,  ",1
"does n't pay reserve early booked room august requested corner room october, got hotel no record request gave quiet room, want room right elevator hear sounds night long hum hvac pay 245 night quiet, aveda sensitive hand lotion caused terrible rash lasted 3 weeks,  ",1
"not honeymoon elesewhere great business hotel honeymoon don__Ç_é_ care.location wise quality rooms linen make westin great business hotel stayed 20 times mistake using spend night way outside country horribly disappointed.every hotel 7 1 month period contained letter manager acknowledgement preferred guest line did not bother no letter manager no nothing booked room hotel noted.if want great business hotel sydney honeymoon romantic hotel just does not know business mentality,  ",1
"loved infinity pool kuta hotel spent honeymoon, located heart kuta bali right hrh bali, trip started welcome drink tropical punch unknown origin, rooms smallish did pick smallest room, best infinity pool great lounging away, short walk hotel beach good people watching,  ",4
"highly recommended cool hotel great location 10 minutes walk la ramblas, staff exceptional keen offer advice friendly stay, rooms comfortable clean minor irritations no balcony room faced main road noisy night, roof terrace lovely lounging morning coffee,  ",5
"affinia 50 lived trip advisor reputation, read good reviews pleasantly surprised, large rooms including teenage boys plenty room comfortable beds great location good staff, friendly helpful providing cakes card mentioned son birthday, 9th floor little noisy night looking 3rd avenue used second night, great place stay base superb nyc break.we liked luncheonette doors breakfast especially sitting chair obama eaten, recommend little italian restaurant corner 50th 2nd minutes walk called lasagna, check nbc tour rockefeller centre rockefeller night, virtually views empire state no queues, boys love nba store definitely recommend knicks game msg right time year.if shopping teenagers adidas store soho possibly coolest shop world,  ",5
"outstanding faultless holiday paradise travelled group 6 included 2 children rooms expectations high having read tripadvisor reviews singing praises iberostar complex.the 2 week holiday exceeded expectations immeasurably, hotel complex spotless thanks army cleaners/gardeners work night day way, guests no etiquette spoiled beauty place.the poolside area large freeflowing ample sun beds serviced free towels day need smiling happy noel towel man, adjacent beach sun canopies beds sand cleaned days yes clean beach, available restaurants provide great choice palates unless american not share expectations comes variety delighted offerings, gourmet restaurant disappointing fixed menu 2 young children did n't like prospect eating mr lobster boiled alive upgraded junior suites emailed advance setting hotel holiday special good tip board, suites functional spacious problems dealt time phone report no exageration.the water sports provided great equipment excellant condition, expect pay 35 30 minute lesson allowed catamarans, n't n't worth penny given allows freedom sail like, 1hour/day n't strictly applied free slots available really pleasing us.the diving lesson expected no taster entice 300 400 packages, worth happy spend 3hrs day 4 days class room not wanted holiday.the star team entertainers work relentlessly want involved raft day time activities welcome enthusiastically n't leave real leave choice, night time entertainment expected, provided overflowing enthusiasm felt times little repetitive hay working 14 hour days 6 days week loved same.anyway casino night clubs disco bar open till early hours morning plent choices.we managed win fortune casino playing caribbean poker suggest check rules play n't played witnessed interesting arguments exactly rules poker v apply, winning 500 payed holiday expences thank enjoyable company boot great fun.we went marinarium park aquarium trip 65 afternoon loved, not swim 8ft sharks sting rays, recommend family clean safe entertaining highly enjoyable 6 hour trip 5 8 year old loved probably forget experience.overall stunning destination setting exemplary standards holiday qualityin facets services offered, come feeling disappointed email let know hotel beats book day think struggle beat quality price world,  ",5
"not recommend argonaut hotel disappointed recent stay, research opted stay argonaut.though suitable hotel certainly not high caliber expected.the interior bit overboard dismal.the staff biggest disappointment, stayed hotels world presented surly staff stay argonaut, not demanding guests nor rude imagine shock staff member hung phone conversation initiated requesting hair dryer working order sent room, guest services demanding career choice not job hand host career options suitable, think couple members staff argonaut need contemplate respective career choices,  ",2
"geat staff rooms clean efficient delightful staff speak english german, room big beling close station ideal location, like free breadband,  ",5
"sleep gutter outside did n't stay choice, tour, lobby like average 3 star hotel worse terrible, hallways smelt musty room smelt musty room tiny bathroom filthy old mold walls curtains, sheets stains bring lye bed, bad walk streets morning, lucky stay 1 night, smell look place makes think death, forget hotel, ruined trip hong kong,  ",1
"unforgettable honeymoon husband stayed intercontinental jimbaran bay year ago 10 nights honeymoon nothing fantastic memories place, smells frangipani flowers resort smiling helpful staff wonderful cocktails club lounge__Ç br/ club room loved club facilities large comfortable room daily fruit platter chocolate balinese tale left pillows night kind butler ensuring needed gorgeous swimming pool club lounge spent evenings, cocktails wonderful food beware weight, computers available check emails well-stocked dvd library fancy watching movie room.the rest resort equally amazing massage spa lovely beach great not crowded, sea bit choppy just rent boogy board beach club enjoy waves lot bali not hesitate hire driver day just ask staff cheap efficient way tour island.bali beautiful can__Ç_é_ wrong intercontinental,  ",5
"awful awful awful not sleep night partying hotel room neighbors, hotel did not compensate night no sleep, dark stains carpeting blood, night clerk completely unaccomodating not make amends discomfort, absent security, walk lobby access floors, not believe questionable characters allowed roam hotel floor located not guests threaten phone police did not leave, awful, positive thing say location convenient, pay little stay hotel feel safe accomodations clean updated,  ",1
"dissapointed stayed occassions, busy hotel lots business travellers.they try hard efficient guests doesnt work.on stays allocated terribly rooms, room 2765 no view corner hotel making strange shaped room, tv close bed making hard watch.on check complained room asked make sure came week later better room.on check asked better room, no room available king size bed non smoking, things specifically requested, ended smoking room room 4865. corner room strange configuration, room smelt cigarettes sore throat morning.this hotel no personal service takes no notice return guests.the reason stay fantastic location huge shopping centre underneath, shopping needs cant past location.i dissapointed stay need new hotel frequent,  ",2
"checked early wo n't stay room dirty checked food substances carpet, late night let, got evening no maid service n't provide maid service stay week, furnishings cheap room small simply not worth price, motel 6 masquerading pricier simply not worth,  ",2
"warning dont amstel botel partner booked night stay hotel left night, hotel reached 10 min ferry ride city station time want come hotel amstel botel moored looks like ship graveyard dumped way, thier little apart restaurant.the botel dated drab no way luxurious described bedrooms basic small wc/shower carpet threadbare holes curtains.thier smell people smoking weed sick.the breakfast poor not presented amstel botel not suitable age groups location really feel punished way offered hotel think book,  ",1
"n't bother stay door stayed week end november, bavaro section worst resort, place star, food absolutely terrible, rooms poor, not allowed use pools use over-crowded main pools, seven days saw cleaned, beach ok overcrowded, make matters worse stayed previously riu bambu hotel door, riu step costs over-priced over-developed 3 star butlins, saving grace excellent enterainment nightlife, guess resort spends cash definately not food worst world mean undercooked luke warm,  ",1
"not impressed 3 shared beach wing room griya santrian week, travel agent recommended newly built beach wing rooms good reports on.on arrival old room, large aircon not strong room, asked new rooms told request beach wing new beach wing rooms deluxe surely travel agent new horizons known pretty sure paid new beach wing, morning got towels pool swim sunbathed, handed towels towel coupon went shopping, hours later went hotel swim, firstly pool run towels 5pm complained told towel day not, not impressed wo n't,  ",2
